Incident,news headline,news body,news source,news link
,,,,
জুলাই হত্যাকাণ্ড ও ছাত্র-জনতার গণঅভ্যুত্থান (২০২৪),জুলাই গণঅভ্যুত্থান ইতিহাসের অনন্য ঘটনা: নাহিদ,"ডাক, টেলিযোগাযোগ এবং তথ্য ও সম্প্রচার উপদেষ্টা মো. নাহিদ ইসলাম বলেছেন, জুলাই গণঅভ্যুত্থান বাংলাদেশের ইতিহাসের এক অনন্য ঘটনা। গণঅভ্যুত্থানের ইতিহাস সঠিকভাবে তুলে ধরার জন্য তথ্য ও সম্প্রচার মন্ত্রণালয়ের পক্ষ থেকে বিভিন্ন উদ্যোগ নেওয়া হয়েছে।

বুধবার (৫ ফেব্রুয়ারি) রাজধানীর বাংলা একাডেমি ভবনে কবি শামসুর রাহমান সেমিনারকক্ষে প্রকাশনা সংস্থা ‘আদর্শ’-এর আয়োজনে আহম্মদ ফয়েজের লেখা ‘সংবাদপত্রে জুলাই অভ্যুত্থান’ গ্রন্থের প্রকাশনা অনুষ্ঠানে প্রধান অতিথির বক্তব্যে এসব কথা বলেন উপদেষ্টা।

বিজ্ঞাপন

নাহিদ ইসলাম বলেন, ‘সংবাদপত্রে জুলাই অভ্যুত্থান’ গ্রন্থটি ২০২৪ সালের ছাত্র-জনতার ঐতিহাসিক অভ্যুত্থানের একটি প্রামাণ্য দলিল। ছাত্র-জনতার অভ্যুত্থানে সংবাদপত্রের ভূমিকা অবিস্মরণীয়। কিন্তু দুর্ভাগ্যজনকভাবে কোনো কোনো পত্রিকা অভ্যুত্থানকে প্রশ্নবিদ্ধ করে তোলে, যা দুঃখজনক।

উপদেষ্টা প্রকাশক ও প্রকাশনা প্রতিষ্ঠানকে ধন্যবাদ জানিয়ে বলেন, বইটিতে ২০২৪ সালের গণঅভ্যুত্থানে গণমাধ্যমের ভূমিকা মূল্যায়ন করা হয়েছে।

বিজ্ঞাপন

বিজ্ঞাপন

বিশেষ অতিথি ছিলেন প্রধান উপদেষ্টার প্রেস সচিব শফিকুল আলম। তিনি বলেন, জুলাই গণঅভ্যুত্থানকে কেউ তুলে ধরেছেন ছবির মাধ্যমে, আবার কেউ তুলে ধরেছেন গ্রাফিতি ও ভিডিওর মাধ্যমে। জাতীয় দৈনিকগুলোও ২৪-এর গণঅভ্যুত্থানকে তুলে ধরেছেন স্বমহিমায়। ২৫টি জাতীয় দৈনিক থেকে ২৪-এর গণঅভ্যুত্থান নিয়ে সংকলিত ‘সংবাদপত্রে জুলাই অভ্যুত্থান’ গ্রন্থের মাধ্যমে মুক্তিকামী মানুষের লড়াই সংগ্রামের অবদান অম্লান হয়ে থাকবে।
জাগোনিউজের খবর পেতে ফলো করুন
Jagonews24 Google News Channel

অনুষ্ঠানে অন্যান্যের মধ্যে বক্তব্য দেন প্রকাশনা সংস্থা ‘আদর্শ’-এর প্রকাশক ও প্রধান নির্বাহী কর্মকর্তা মাহাবুব রাহমান, গ্রন্থের লেখক আহম্মদ ফয়েজ এবং কবি ও সাংবাদিক সালাউদ্দিন শুভ।",জাগো নিউজ ২৪,https://www.jagonews24.com/national/news/999554
জুলাই হত্যাকাণ্ড ও ছাত্র-জনতার গণঅভ্যুত্থান (২০২৪),ছাত্র-জনতার জুলাই অভ্যুত্থানের কালপঞ্জি,,বাংলাদেশ সংবাদ সংস্থা (বাসস),https://www.bssnews.net/bangla/at-a-glance/169358
জুলাই হত্যাকাণ্ড ও ছাত্র-জনতার গণঅভ্যুত্থান (২০২৪),ঐতিহাসিক জুলাই গণ-অভ্যুত্থান দিবস আজ,"ঐতিহাসিক ‘জুলাই গণঅভ্যুত্থান দিবস’ আজ। ছাত্র-জনতার ক্ষোভের বিস্ফোরণে ২০২৪ সালের ৫ আগস্ট তৎকালীন প্রধানমন্ত্রী শেখ হাসিনার পদত্যাগ ও দেশত্যাগের মধ্যদিয়ে আওয়ামী লীগের সাড়ে ১৫ বছরের ফ্যাসিবাদী শাসন ব্যবস্থার অবসান ঘটে। বাংলাদেশের ইতিহাসে এটি অন্যতম রাজনৈতিক পালাবদলের ঘটনা।
ঐতিহাসিক জুলাই গণ-অভ্যুত্থান দিবস আজ
মহানগর ডেস্ক

২ মিনিটে পড়ুন
এই দিনটি পরবর্তীকালে ‘৩৬ জুলাই’ নামে পরিচিতি পায়। দিবসটি পালনে রাজধানীসহ সারা দেশে নানা কর্মসূচি গ্রহণ করা হয়েছে। আজ সরকারি ছুটির দিন। জাতীয়ভাবে উদ্‌যাপন করা হবে দিবসটি।


দিবসটি পালনে ৬৪ জেলায় জুলাই শহীদ স্মৃতিস্তম্ভে সকাল ৯টায় পুষ্পস্তবক অর্পণ করা হবে। সারা দেশের প্রতিটি ধর্মীয় উপাসনালয়ে মোনাজাত ও প্রার্থনা অনুষ্ঠিত হবে।

এদিকে ঢাকার মানিক মিয়া অ্যাভিনিউতে দিনব্যাপী অনুষ্ঠানের আয়োজন করা হয়েছে। এ উপলক্ষে ‘জুলাই পুনর্জাগরণ অনুষ্ঠানমালা’র মূল মঞ্চ, সাউন্ড ও লাইটিং সিস্টেমের প্রস্তুতি শেষ হয়েছে। এ ছাড়া অনুষ্ঠানস্থল এবং আশপাশের এলাকায় নিরাপত্তা জোরদার করা হয়েছে।

প্রধান উপদেষ্টা ড. মুহাম্মদ ইউনূস বিকেল ৫টায় জাতীয় সংসদের দক্ষিণ প্লাজায় জুলাই ঘোষণাপত্র পাঠ করবেন, যা বাংলাদেশ টেলিভিশন সরাসরি সম্প্রচার করবে। সন্ধ্যা সাড়ে ৭টায় থাকছে বিশেষ ড্রোন শো এবং রাত ৮টায় থাকবে ব্যান্ডদলের পরিবেশনা।

দিবসটি উপলক্ষে সোমবার (৪ আগস্ট) এক বাণীতে রাষ্ট্রপতি মো. সাহাবুদ্দিন বলেন, ‘বৈষম্যমূলক রাষ্ট্রব্যবস্থা ও ফ্যাসিবাদী অপশাসনের বিরুদ্ধে ছাত্র-শ্রমিক-জনতা সম্মিলিত প্রতিরোধ গড়ে তুলে ২০২৪ সালের এই দিনে চূড়ান্ত বিজয় অর্জন করে। ঐতিহাসিক এই অর্জনের বর্ষপূর্তি উপলক্ষে আমি দেশের মুক্তিকামী ছাত্র-জনতাকে জানাই আন্তরিক শুভেচ্ছা ও অভিনন্দন।’
 
আরও পড়ুন: গণহত্যার জন্য শুধু হাসিনা নয়, আ. লীগেরও বিচার হওয়া উচিত: ফখরুল

তিনি বলেন, ‘জুলাই গণ-অভ্যুত্থান ছিল দীর্ঘদিনের বঞ্চনা, দুঃশাসন, দুর্নীতি, লুটপাট, গুম, খুন, অপহরণ, ভোটাধিকার হরণসহ সব ধরনের অত্যাচার, নিপীড়নের বিরুদ্ধে তরুণ প্রজন্ম ও আপামর জনতার ক্ষোভের বিস্ফোরণ। এই বৈষম্যমূলক ফ্যাসিবাদী ব্যবস্থা বিলোপ করে গণতন্ত্র পুনঃপ্রতিষ্ঠা, জনগণের ক্ষমতায়ন এবং মতপ্রকাশের স্বাধীনতাকে সুনিশ্চিত করাই ছিল এর মূল লক্ষ্য। একটি সুখী-সমৃদ্ধ বাংলাদেশ গড়ে তুলতে ফ্যাসিবাদের মূলোৎপাটন করে জুলাইয়ের চেতনার পরিপূর্ণ বাস্তবায়ন করতে হবে। সংস্কারের মধ্যদিয়ে গণ-অভ্যুত্থানের আশা-আকাঙ্ক্ষা প্রতিফলিত হবে, প্রকৃত গণতান্ত্রিক উত্তরণের মধ্যদিয়ে গড়ে উঠবে একটি ন্যায় ও সাম্যভিত্তিক নতুন বাংলাদেশ–এ আমার একান্ত প্রত্যাশা।’

প্রধান উপদেষ্টা ড. মুহাম্মদ ইউনূস তার বাণীতে বলেন, ‘জুলাই আমাদের নতুন করে আশার আলো–একটি ন্যায় ও সাম্যভিত্তিক, বৈষম্য ও দুর্নীতিমুক্ত বাংলাদেশ গড়ার স্বপ্ন দেখিয়েছে। হাজারো শহীদের আত্মত্যাগ আমাদের রাষ্ট্র সংস্কারের যে সুযোগ এনে দিয়েছে, তা যে কোনো মূল্যে রক্ষা করতে হবে। পতিত স্বৈরাচারী ও তার স্বার্থলোভী গোষ্ঠী এখনও দেশকে ব্যর্থ করার ষড়যন্ত্রে লিপ্ত। দলমত নির্বিশেষে সবাইকে ঐক্যবদ্ধভাবে এই ষড়যন্ত্র মোকাবিলা করতে হবে। আসুন সবাই মিলে আমরা এমন এক বাংলাদেশ গড়ে তুলি, যেখানে আর কোনো স্বৈরাচারীর ঠাঁই হবে না।’

জুলাই গণ-অভ্যুত্থান দিবস উপলক্ষে বিএনপি, জামায়াত, এনসিপি, ইসলামী আন্দোলন বাংলাদেশসহ বিভিন্ন রাজনৈতিক ও সামাজিক সংগঠন নানা কর্মসূচি গ্রহণ করেছে।
সাম্প্রতিক সময়
সিলেট–সুনামগঞ্জের বন্যা পরিস্থিতি নিয়ে শঙ্কার কথা জানাল সতর্কীকরণ কেন্দ্র
১৫ মিনিট আগে
বাংলাদেশ
সিলেট–সুনামগঞ্জের বন্যা পরিস্থিতি ",সময় সংবাদ,https://www.somoynews.tv/news/2025-08-05/MDSJW0GB
জুলাই হত্যাকাণ্ড ও ছাত্র-জনতার গণঅভ্যুত্থান (২০২৪),জুলাই গণঅভ্যুত্থান ২০২৪–এর শহীদদের গেজেট প্রকাশ,জুলাই গণঅভ্যুত্থান ২০২৪–এর শহীদদের গেজেট প্রকাশ,বাংলানিউজ২৪,https://www.banglanews24.com/national/news/bd/1455709.details
জুলাই হত্যাকাণ্ড ও ছাত্র-জনতার গণঅভ্যুত্থান (২০২৪),জুলাই অভ্যুত্থান : যেসব কারণে ফুঁসে উঠেছিল মানুষ,"২৪ সালের ৫ আগস্ট বাংলাদেশের রাজনীতিতে নজিরবিহীন এক ঘটনা ঘটে। একটানা ১৬ বছর কঠোরভাবে বিরোধী দলকে দমন করে ক্ষমতায় থাকা শেখ হাসিনাকে ছাত্র-জনতার গণ-আন্দোলনের মুখে গোপনে দেশ ছেড়ে ভারতে পালিয়ে যেতে হয়।

অথচ মাত্র দুই মাস আগে ২০২৪ সালের ৫ জুন যখন হাইকোর্টের একটি বেঞ্চ কোটা বাতিল করে ২০১৮ সালে সরকারের জারি করা প্রজ্ঞাপন বাতিল করে দেয়, তখন হয়তো কেউ ধারণাই করতে পারেননি যে, এত দ্রুত শেখ হাসিনার শাসনের অবসান হবে।

মাত্র পাঁচ সপ্তাহের মাথায় সেই বিক্ষোভের জেরে আওয়ামী লীগের নেতাকর্মীদের ফেলে শেখ হাসিনা তার বোন শেখ রেহানাকে নিয়ে পালিয়ে যেতে বাধ্য হন।

আন্দোলন শুরু হয়েছিল ছাত্রদের কোটা সংস্কারকে কেন্দ্র করে। পরবর্তীতে এই ‘গণবিদ্রোহে’ অংশ নেয় পুরো দেশের সব বয়সের বিভিন্ন শ্রেণি-পেশার মানুষ। কিন্তু কেন ফুঁসে ওঠেছিল শিক্ষার্থীসহ সারাদেশের সাধারণ মানুষ?

মানুষের মনে জমে থাকা দীর্ঘদিনের ক্ষোভ

শিক্ষার্থীসহ সাধারণ মানুষের মনে জমে থাকা দীর্ঘদিনের ক্ষোভ যেন একটি বিস্ফোরণের অপেক্ষায় ছিল।

২০০৮ সালের নির্বাচনে জিতে আওয়ামী লীগ সরকার গঠনের পর থেকে আর দলটি ক্ষমতা থেকে বের হতে চায়নি। বেশিরভাগ সাংবিধানিক প্রতিষ্ঠান আওয়ামী লীগ ধ্বংস করে দিয়েছিল। আওয়ামী লীগ জনগণ থেকে একেবারে বিচ্ছিন্ন হয়ে গিয়েছিল।

ফলে যখনই সরকারবিরোধী আন্দোলন জোরালো হয়ে ওঠে, তখন সেনাবাহিনী, কারফিউ বা পুলিশের পরোয়ানা না করে সারা দেশের বিভিন্ন শ্রেণি-পেশার হাজার হাজার মানুষ পথে নেমে এসেছিলেন।

ভোট ও মতপ্রকাশের অধিকার

আওয়ামী লীগ প্রকৃতপক্ষে ‘একনায়কতান্ত্রিক’ ও ‘স্বৈরাচারী’ সরকারে পরিণত হয়েছিল। ২০১৪, ২০১৮ ও ২০২৪ সালের নির্বাচনে ব্যাপক কারচুপি ও অনিয়ম ঘটে। ২০১৮ সালের নির্বাচনকে ‘রাতের নির্বাচন’ বলেও অনেকে বর্ণনা করেন।

এমনকি স্থানীয় নির্বাচনগুলোতে ব্যাপক কারচুপি ও একতরফা হয় এবং আওয়ামী লীগ প্রভাব বিস্তার করে। ফলে গত ১৬ বছরে মানুষ ভোটের মাধ্যমে প্রতিনিধি বেছে নেওয়ার কোনো অধিকার পায়নি।

এই দীর্ঘ সময়ে আওয়ামী লীগ বিরোধী দলকে শক্ত হাতে দমন করার পাশাপাশি বিরোধী দলের কেন্দ্রীয় নেতাসহ শত শত নেতাকর্মীকে গুম করা হয়, মামলা বা সাজা দিয়ে কারাগারে আটকে রাখা হয়। অনেক নেতাকর্মীকে ধরে নিয়ে বছরের পর বছর ধরে আটকে রাখা হয়।

পুলিশের অনুমতি ছাড়া প্রধান বিরোধী দল বিএনপিকে সভা সমাবেশও করতে দেওয়া হয়নি।

ভয়ের সংষ্কৃতি ও মানবাধিকার হরণ

স্বৈরাচারী আওয়ামী লীগ সরকারের বিরুদ্ধে মানবাধিকার লঙ্ঘন ও ভয়ের সংস্কৃতি তৈরির ব্যাপক অভিযোগ করে মানবাধিকার সংস্থাগুলো।

আওয়ামী শাসনামলে শুধু রাজনৈতিক প্রতিপক্ষ নয়, বিরোধী গণমাধ্যম, সামাজিক যোগাযোগ মাধ্যমেও বিরুদ্ধ মত দমন করা হয় কঠোর হাতে। দেশের অনেক বিরোধী গণমাধ্যম হয় বন্ধ করে দেওয়া হয় অথবা দখল নেওয়া হয় বা নিয়ন্ত্রণ করার চেষ্টা করা হয়।

শুধু তাই নয়, সামাজিক যোগাযোগমাধ্যমেও শেখ হাসিনা বা শেখ মুজিব বিরোধী বক্তব্য পোস্ট করার জের ধরে মামলা ও অনেককে গ্রেপ্তার করা হয়। এ জন্য ডিজিটাল সিকিউরিটি অ্যাক্ট, সাইবার সিকিউরিটি অ্যাক্টের মতো আইন করা হয়েছে।

সরকারবিরোধী বক্তব্য দেওয়ার জের ধরে অনেককে মাসের পর মাস ধরে কারাগারে আটকে রাখা হয়।

সরকার ও পুলিশ বাহিনী মিলে পুরো দেশকে ‘মাফিয়া স্টেটে’ পরিণত করা হয়। আর এজন্য সরকারি প্রশাসন যন্ত্র, পুলিশ, র‍্যাব ও গোয়েন্দা বাহিনী, এমনকি বিচার বিভাগকেও ব্যবহার করা হয়।

বছরের পর বছর বিরোধীদের গুম বা আটক রাখা হয়েছে। অনেককে আট বছরের বেশি সময় ধরে কোনো অভিযোগ ছাড়াই ‘আয়নাঘরে’ আটকে রাখা হয়।

এমন রুদ্ধশ্বাস পরিস্থিতি ও ভয়ের সংস্কৃতি থেকে মুক্তি পেতেই স্বৈরাচারী আওয়ামী লীগ সরকারের বিরুদ্ধে গণ-আন্দোলনে নামে ছাত্র-জনতা।

আওয়ামী লীগ হয়ে ওঠে পুলিশ ও প্রশাসন নির্ভর দল 

টানা ক্ষমতায় থেকে জনগণের কাছ থেকে বিচ্ছিন্ন হয়ে গিয়েছিল আওয়ামী লীগ। দলটি হয়ে ওঠে পুরোপুরি প্রশাসন ও আমলানির্ভর।

প্রশাসন ও রাষ্ট্রের বিভিন্ন পর্যায়ে ন্যাক্কারজনকভাবে দলীয়করণ করা হয়। বিভিন্ন ক্ষেত্রে সাধারণ মানুষের দরজা বন্ধ হয়ে আসে। যোগ্যতার চেয়ে দল ও স্বজনপ্রীতিই মুখ্য হয়ে ওঠে। সাংবাদিকসহ পেশাজীবী বিভিন্ন সংগঠনেও ব্যাপক দলীয়করণ করা হয়।

দেশের সর্বত্র ছাত্রলীগ, যুবলীগ ও আওয়ামী লীগের নেতাকর্মীরা নানা অপকর্মে জড়িয়ে পড়ে। দুর্নীতি ও পাচারের মাধ্যমে বিপুল সম্পদ অর্জন করে দলটির নেতাকর্মীরা।

পাচার, দুর্নীতি ও বেগমপাড়া 

আওয়ামী লীগের বেশিরভাগ নেতা ও সরকারি কর্মকর্তাদের বিরুদ্ধে দুর্নীতি ও অর্থপাচারের অভিযোগ উঠে। এমনকি দলটির ছোট ছোট নেতারাও বিপুল সম্পত্তির মালিক হয়ে ওঠে।

গ্লোবাল ফাইন্যান্সিয়াল ইনটেগরিটি (জিএফআই) হিসেবে আওয়ামী লীগের শাসনামলে বাংলাদেশ থেকে প্রতি বছর গড়ে ৬৪ হাজার কোটি টাকা পাচার হয়েছে। সেই হিসেবে ১৫ বছরে বাংলাদেশ থেকে মোট পাচার হয়েছে প্রায় ১০ লাখ কোটি টাকা।

বাংলাদেশ থেকে অর্থ পাচার করে কানাডায় ‘বেগমপাড়া’ গড়ে তোলার খবর সবার মুখে মুখে। দলটির অনেক নেতা-মন্ত্রী-এমপি, সরকার ঘনিষ্ঠ ব্যবসায়ী দেশ থেকে অর্থ পাচার করে বিভিন্ন দেশে সেকেন্ড হোম তৈরি করেছেন বলেও অভিযোগ আছে। আওয়ামী লীগের নেতাকর্মীরা বিদেশে হাজার হাজার কোটি টাকা বিনিয়োগ করে অন্য দেশের নাগরিকত্ব নেওয়ারও অভিযোগ আছে।

সরকারি অফিসে ঘুষ লেনদেন স্বাভাবিক সংস্কৃতিতে পরিণত হয়েছিল। সরকারি চতুর্থ শ্রেণির চাকরি পেতেও লাখ লাখ টাকা ঘুষ দিতে হতো।

অর্থনীতির ‘বারো’টা বাজিয়ে ফেলা

রেকর্ড মূল্যস্ফীতি, ডলারের দাম বেড়ে যাওয়াসহ নিত্যপ্রয়োজনীয় জিনিসপত্রের দাম লাগামহীন হয়ে যায়। সাধারণ মানুষের জীবনযাত্রা দিনে দিনে কঠিন হয়ে ওঠে।

রিজার্ভের ঘাটতি, ব্যাংকিংখাতে হাজার হাজার কোটি টাকার ঋণ অনিয়মের একের পর এক সংবাদ প্রকাশিত হয় গণমাধ্যমে।

দুর্নীতি-ঘুষ স্বাভাবিক বিষয় হয়ে দাঁড়ায়। ছোট ব্যবসায়ী-হকার থেকে শুরু করে সেবা নিতে যাওয়া প্রতিটি মানুষের ঘুষ দিতে বাধ্য হতো।

আওয়ামী লীগের শাসনামলে শেয়ারবাজারে বিনিয়োগ করে সর্বস্বান্ত হয়েছে হাজার হাজার মানুষ। কিন্তু এসবের বিরুদ্ধে কোনো ব্যবস্থা নেয়নি স্বৈরাচারী সরকার।

ভারতের সঙ্গে একের পর এক অসম চুক্তি করা হয়, যেগুলোতে বাংলাদেশের তুলনায় ভারত অনেক বেশি সুবিধা পেতো।

প্রকৃত অবস্থা বুঝতে পারেননি শেখ হাসিনা

সরকারি চাকরিতে কোটা সংস্কারের দাবিতে শুরু হওয়া আন্দোলন আলোচনা বা রাজনৈতিকভাবে সমাধানের চেষ্টা না করে সরকার গুলি-গ্রেপ্তারের মতো বলপ্রয়োগের পথে যায়।

শেখ হাসিনা মন্তব্য করে বসেন, ‘মুক্তিযোদ্ধাদের নাতি-পুতিরা পাবে না? তাহলে কি রাজাকারের নাতি-পুতিরা চাকরি পাবে?’ এর পরপরই শিক্ষার্থীরা দলবেঁধে সড়কে নেমে আসে এবং ‘তুমি কে, আমি কে- রাজাকার রাজাকার’ স্লোগানে মুখরিত হয় রাজপথ।

আওয়ামী লীগ আলোচনার আগ্রহী না হয়ে আগের মতো শক্ত হাতে ছাত্রদের আন্দোলন দমন করার চেষ্টা করে।

প্রথমে নিজেদের ছাত্র বাহিনী ছাত্রলীগকে সাধারণ শিক্ষার্থীদের বিরুদ্ধে ব্যবহার করে। তাতে ব্যর্থ হয়ে পুলিশ, র‍্যাব ও বিজিবি সদস্যদের দিয়ে আন্দোলন দমন করার চেষ্টা করে আওয়ামী লীগ।

বেপরোয়া গুলি চালিয়ে শত শত মানুষকে হত্যা করা হয়। পরিস্থিতি সামলাতে ইন্টারনেট বন্ধ, কারফিউ জারি, সাধারণ ছুটি ঘোষণা করতে বাধ্য হয় শেখ হাসিনার সরকার।

শিক্ষার্থীদের বাড়ি বাড়ি অভিযান চালিয়ে ধরে এনে কারাগারে পাঠানো হয়। এমনকি রংপুরের আবু সাঈদের মৃত্যুর ঘটনার পুলিশের গুলি করার ভিডিও থাকার পরও শিক্ষার্থীদের ওপর দায় চাপানো হয়।

পুলিশ, বিজিবি ও আওয়ামী বন্দুকধারীদের গুলি করার ছবি ও ভিডিও থাকার পরও আওয়ামী লীগের মন্ত্রী এবং নেতারা একের পর এক মিথ্যা বক্তব্য দিয়ে দেশবাসীকে বিভ্রান্ত করার চেষ্টা করেন। ইন্টারনেট বন্ধ করা নিয়েও বিভ্রান্তিকর তথ্য দেয় আওয়ামী সরকার।

স্বৈরাচারী সরকারের একের পর এক অবৈধ কর্মকাণ্ড শিক্ষার্থী ও সাধারণ মানুষকে ক্ষুব্ধ করে তোলে। এমনকি, শেষ মুহূর্তে তড়িঘড়ি করে জামায়াতে ইসলামীকে নিষিদ্ধ ঘোষণা করা হয়।

যখন সরকার আলোচনার জন্য রাজি হয়, ততক্ষণে অনেক দেরি হয়ে গেছে। কোটা সংস্কারের আন্দোলন তখন জনমানুষের ক্ষোভের আন্দোলনে পরিণত হয়।

",এনটিভি অনলাইন,https://www.ntvbd.com/bangladesh/news-1510997
